"Unique Name","Title","Resource URL title","Resource URL","Creator"
"youtube-myfuture-australia","myfuture Australia","myfuture Australia","https://www.youtube.com/user/myfutureAustralia","Education Services Australia Limited"
"googleplus-myfuture-australia","myfuture Australia","myfuture Australia","https://plus.google.com/102154648582716171464/videos","Education Services Australia Limited"
"linkedin-myfuture","myfuture.edu.au","myfuture.edu.au","https://www.linkedin.com/company/myfutureau","Education Services Australia Limited"
"youtube-my-gov-au","myGov Australia","myGov Australia","https://www.youtube.com/user/mygovau","Department of Human Services"
"twitter-naadigital","naadigital","@naa_digital","https://twitter.com/naa_digital","National Archives of Australia"
"twitter-nat-maritime-museum","Nat. Maritime Museum","@ANMMuseum","https://twitter.com/ANMMuseum","Australian National Maritime Museum"
"podcast-national-archives-of-australia","National Archives of Australia","Papers and podcasts","http://www.naa.gov.au/collection/publications/papers-and-podcasts/","National Archives of Australia"
"rss-national-archives-of-australia","National Archives of Australia","RSS feed","http://www.naa.gov.au/whatsnew.xml","National Archives of Australia"
"flickr-national-archives-of-australia","National Archives of Australia","National Archives of Australia","https://www.flickr.com/photos/national-archives-of-australia/sets","National Archives of Australia"
"youtube-national-archives-of-aust","National Archives of Australia","National Archives of Australia","https://www.youtube.com/user/NationalArchives1","National Archives of Australia"
"instagram-national-archives-of-australia","National Archives of Australia","@naagovau","https://www.instagram.com/naagovau/","National Archives of Australia"
"facebook-national-archives-of-australia","National Archives of Australia","National Archives of Australia","https://www.facebook.com/naagovau","National Archives of Australia"
"blog-national-archives-of-australia","National Archives of Australia's blogs","National Archives of Australia's blogs","http://blog.naa.gov.au/","National Archives of Australia"
"rss-national-blood-authority","National Blood Authority","RSS feed","http://www.blood.gov.au/rss.xml","National Blood Authority"
"linkedin-national-centre-for-vocational-education-research","National Centre for Vocational Education Research (NCVER)","National Centre for Vocational Education Research (NCVER)","https://www.linkedin.com/company/NCVER","National Centre for Vocational Education Research "
"linkedin-national-disability-insurance-agency","National Disability Insurance Agency","National Disability Insurance Agency","https://www.linkedin.com/company/national-disability-insurance-agency","National Disability Insurance Agency"
"youtube-nfsa-australia","National Film and Sound Archive","National Film and Sound Archive","https://www.youtube.com/user/nfsaaust","National Film and Sound Archive"
"flickr-nfsa","National Film and Sound Archive","NFSA","https://www.flickr.com/photos/49909881@N07/","National Film and Sound Archive"
"twitter-national-gallery","National Gallery","@NatGalleryAus","https://twitter.com/NatGalleryAus","National Gallery of Australia"
"flickr-national-gallery-of-australia","National Gallery of Australia","National Gallery of Australia","https://www.flickr.com/photos/nationalgalleryofaustralia/with/15839667197/","National Gallery of Australia"
"podcast-national-gallery-of-australia","National Gallery of Australia","Podcasts","http://nga.gov.au/PodCasts/","National Gallery of Australia"
"youtube-national-gallery-of-australia","National Gallery of Australia","National Gallery of Australia","https://www.youtube.com/user/NationalGalleryAus","National Gallery of Australia"
"instagram-national-gallery-of-australia","National Gallery of Australia","@nationalgalleryaus","https://www.instagram.com/nationalgalleryaus/","National Gallery of Australia"
"googleplus-national-gallery-of-australia","National Gallery of Australia","National Gallery of Australia","https://plus.google.com/103195795213966381192/posts","National Gallery of Australia"
"facebook-national-gallery-of-australia","National Gallery of Australia","National Gallery of Australia","https://www.facebook.com/NationalGalleryofAustralia","National Gallery of Australia"
"podcast-national-health-and-medical-research-council","National Health and Medical Research Council","Podcasts","http://www.nhmrc.gov.au/media/podcasts","National Health and Medical Research Council"
"linkedin-national-innovation-and-science-agenda","National Innovation and Science Agenda","National Innovation and Science Agenda","https://www.linkedin.com/company/national-innovation-and-science-agenda","Department of Industry, Innovation and Science"
"facebook-national-innovation-and-science-agenda","National Innovation and Science Agenda","National Innovation and Science Agenda","https://www.facebook.com/IdeasBoomAu","Department of Industry, Innovation and Science"
"youtube-national-innovation-and-science-agenda","National Innovation and Science Agenda","National Innovation and Science Agenda","https://www.youtube.com/c/InnovationGovAu-IdeasBoom","Department of Industry, Innovation and Science"
"twitter-national-landcare","National Landcare","@AusLandcare","https://twitter.com/AusLandcare","Department of the Environment and Energy"
"facebook-national-landcare-programme","National Landcare Programme","National Landcare Programme","https://www.facebook.com/NationalLandcareProgramme","Department of the Environment and Energy"
"rss-national-landcare-programme","National Landcare Programme","News (XML feed)","http://nrm.gov.au/rss","Department of the Environment and Energy"
"twitter-national-library-aus","National Library Aus","@nlagovau","https://twitter.com/nlagovau","National Library of Australia"
"youtube-national-library-of-australia","National Library of Australia","National Library of Australia","https://www.youtube.com/user/wwwnlagovau","National Library of Australia"
"instagram-national-library-of-australia","National Library of Australia","@national_library_of_australia","https://www.instagram.com/national_library_of_australia/","National Library of Australia"
"facebook-national-library-of-australia","National Library of Australia","National Library of Australia","https://www.facebook.com/National.Library.of.Australia","National Library of Australia"
"flickr-national-library-of-australia","National Library of Australia","National Library of Australia Commons","https://www.flickr.com/photos/national_library_of_australia_commons/","National Library of Australia"
"podcast-national-library-of-australia","National Library of Australia","Library podcasts","http://www.nla.gov.au/podcasts/","National Library of Australia"
"blog-national-library-of-australia","National Library of Australia blogs","National Library of Australia blogs","http://www.nla.gov.au/blogs","National Library of Australia"
"facebook-national-literacy-and-numeracy-week","National Literacy and Numeracy Week","National Literacy and Numeracy Week","https://www.facebook.com/literacyandnumeracy","Department of Education and Training"
"rss-national-mental-health-commission","National Mental Health Commission","RSS feed (XML)","http://mentalhealthcommission.gov.au/Rss","National Mental Health Commission"
"facebook-national-museum-of-australia","National Museum of Australia","National Museum of Australia","https://www.facebook.com/nationalmuseumofaustralia","National Museum of Australia"
"podcast-national-museum-of-australia","National Museum of Australia","Audio on demand","http://www.nma.gov.au/audio/","National Museum of Australia"
"youtube-national-museum-of-australia","National Museum of Australia","National Museum of Australia","https://www.youtube.com/user/NationalMuseumofAust","National Museum of Australia"
"flickr-national-museum-of-australia","National Museum of Australia","National Museum of Australia","https://www.flickr.com/photos/national_museum_of_australia/","National Museum of Australia"
"facebook-national-portrait-gallery","National Portrait Gallery","National Portrait Gallery","https://www.facebook.com/PortraitAu/","National Portrait Gallery"
"youtube-national-portrait-gallery","National Portrait Gallery","National Portrait Gallery","https://www.youtube.com/user/PortraitGallery","National Portrait Gallery"
"flickr-national-portrait-gallery","National Portrait Gallery, Canberra","National Portrait Gallery","https://www.flickr.com/photos/nationalportraitgallery/","National Portrait Gallery"
"linkedin-national-portrait-gallery","National Portrait Gallery, Canberra","National Portrait Gallery, Canberra","https://www.linkedin.com/company/national-portrait-gallery-canberra-australia","National Portrait Gallery"
"youtube-national-relay-service","National Relay Service","National Relay Service","https://www.youtube.com/user/NationalRelayService","Department of Communications and the Arts"
"facebook-national-relay-service","National Relay Service","National Relay Service","https://www.facebook.com/nationalrelayservice","Department of Communications and the Arts"
"facebook-national-science-week","National Science Week","National Science Week","https://www.facebook.com/nationalscienceweek","Department of Industry, Innovation and Science"
"facebook-national-skills-week","National Skills Week","National Skills Week","https://www.facebook.com/NationalSkillsWeek","SkillsOne"
"facebook-national-workers-memorial","National Workers Memorial","National Workers Memorial","https://www.facebook.com/nationalworkersmemorial","Department of Jobs and Small Business"
"twitter-national-archives-aus","NationalArchivesAus","@naagovau","https://twitter.com/naagovau","National Archives of Australia"
"twitter-national-museum-of-aust","NationalMuseumofAust","@nma","https://twitter.com/nma","National Museum of Australia"
"twitter-national-science-week","NationalScienceWeek","@Aus_ScienceWeek","https://twitter.com/Aus_ScienceWeek","Department of Industry, Innovation and Science"
"youtube-nbn-australia","nbn Australia","nbn Australia","https://www.youtube.com/user/NBNCo","NBN Co Limited"
"linkedin-nbn-australia","nbn Australia","nbn Australia","https://www.linkedin.com/company/nbn-co-limited","NBN Co Limited"
"facebook-nbn-australia","NBN Australia","NBN Australia","https://www.facebook.com/nbnaustralia","NBN Co Limited"
"blog-nbn","nbn blog","nbn blog","http://www.nbnco.com.au/blog.html","NBN Co Limited"
"rss-nbn-co","NBN Co Limited","RSS feeds","http://www.nbnco.com.au/utility/rss.html","NBN Co Limited"
"twitter-nbn-australia","nbn™ Australia","@NBN_Australia","https://twitter.com/nbn_australia","NBN Co Limited"
"twitter-nca","NCA","@nca_media","https://twitter.com/nca_media","National Capital Authority"
"twitter-ncver","NCVER","@NCVER","https://twitter.com/ncver","National Centre for Vocational Education Research "
"youtube-ncver","NCVER","NCVER","https://www.youtube.com/user/ncver","National Centre for Vocational Education Research "
"youtube-ndis","NDIS","NDIS","https://www.youtube.com/user/DisabilityCare/","National Disability Insurance Agency"
"twitter-ndis","NDIS","@NDIS","https://twitter.com/NDIS","National Disability Insurance Agency"
"facebook-ndis","NDIS National Disability Insurance Scheme","NDIS National Disability Insurance Scheme","https://www.facebook.com/NDISAus","National Disability Insurance Agency"
"facebook-new-colombo-plan","New Colombo Plan","New Colombo Plan","https://www.facebook.com/newcolomboplan/","Department of Foreign Affairs and Trade"
"twitter-new-colombo-plan","New Colombo Plan","@NewColomboPlan","https://twitter.com/NewColomboPlan","Department of Foreign Affairs and Trade"
"linkedin-new-colombo-plan","New Colombo Plan Alumni Program","New Colombo Plan Alumni Program","https://www.linkedin.com/company/new-colombo-plan","Department of Foreign Affairs and Trade"
"facebook-new-enterprise-incentive-scheme","New Enterprise Incentive Scheme","New Enterprise Incentive Scheme","https://www.facebook.com/NEISgovau","Department of Jobs and Small Business"
"facebook-nfsa","NFSA","NFSA","https://www.facebook.com/nfsaa","National Film and Sound Archive"
"instagram-nfsa","NFSA ","@nfsaonline","https://www.instagram.com/nfsaonline/","National Film and Sound Archive"
"blog-nfsa-blog","NFSA Blog","NFSA Blog","http://nfsa.gov.au/blog/","National Film and Sound Archive"
"twitter-nfsa-online","NFSA online","@NFSAonline","https://twitter.com/NFSAonline","National Film and Sound Archive"
"twitter-nhmrc","NHMRC","@nhmrc","https://twitter.com/nhmrc","National Health and Medical Research Council"
"twitter-ntnl-transport-commission","NTC","@NTC_AUS ","https://twitter.com/ntc_aus","National Transport Commission"
"twitter-oaic","OAIC","@OAICgov","https://twitter.com/OAICgov","Office of the Australian Information Commissioner"
"youtube-oaic-gov","OAICgov","OAICgov","https://www.youtube.com/user/OAICgov","Office of the Australian Information Commissioner"
"podcast-office-of-development-effectiveness","Office of Development Effectiveness","Podcasts and transcripts","http://www.dfat.gov.au/aid/how-we-measure-performance/ode/podcasts-transcripts/Pages/podcasts-and-transcripts.aspx","Department of Foreign Affairs and Trade"
"rss-office-of-the-australian-information-commissioner","Office of the Australian Information Commissioner","News (XML feed)","https://www.oaic.gov.au/media-and-speeches/news/feed/rss?format=feed","Office of the Australian Information Commissioner"
"facebook-office-of-the-australian-information-commissioner","Office of the Australian Information Commissioner","Office of the Australian Information Commissioner","https://www.facebook.com/OAICgov","Office of the Australian Information Commissioner"
"youtube-office-of-the-childrens-esafety-commissioner","Office of the Children's eSafety Commissioner","Office of the Children's eSafety Commissioner","https://www.youtube.com/c/OfficeoftheChildrenseSafetyCommissionerAU","Office of the eSafety Commissioner"
"googleplus-office-of-the-childrens-esafety-commissioner","Office of the Children's eSafety Commissioner","Office of the Children's eSafety Commissioner","https://plus.google.com/+OfficeoftheChildrenseSafetyCommissionerAU/posts","Office of the eSafety Commissioner"
"linkedin-office-of-the-childrens-esafety-commissioner","Office of the Children's eSafety Commissioner","Office of the Children's eSafety Commissioner","https://www.linkedin.com/company/office-of-the-children's-esafety-commissioner","Office of the eSafety Commissioner"
"facebook-office-of-the-childrens-esafety-commissioner","Office of the Children’s eSafety Commissioner","Office of the Children’s eSafety Commissioner","https://www.facebook.com/eSafetyOffice","Office of the eSafety Commissioner"
"rss-office-of-the-gene-technology-regulator","Office of the Gene Technology Regulator","OGTR news feed ","http://ogtr.gov.au/internet/ogtr/publishing.nsf/Content/rss-help","Department of Health"
"twitter-pandora-web-archive","PANDORA web archive","@NLAPandora","https://twitter.com/NLAPandora","National Library of Australia"
"blog-parks-australia","Parks Australia","Parks Australia","https://blog.parksaustralia.gov.au/","Director of National Parks"
"flickr-parks-australia","Parks Australia","Parks Australia","https://www.flickr.com/photos/parksaustralia/","Director of National Parks"
"facebook-parks-australia","Parks Australia","Parks Australia","https://www.facebook.com/parksaustralia","Director of National Parks"
"twitter-parks-australia","Parks Australia","@Parks_Australia","https://twitter.com/parks_australia","Director of National Parks"
"youtube-parks-australia","ParksAustralia","ParksAustralia","https://www.youtube.com/user/ParksAustralia","Director of National Parks"
"twitter-parliament-library","Parliament Library","@ParlLibrary","https://twitter.com/ParlLibrary","Department of Parliamentary Services"
"rss-parliament-of-australia","Parliament of Australia","RSS feeds","http://www.aph.gov.au/Help/RSS_feeds","Parliament of Australia"
"blog-people-and-environment-blog","People and Environment Blog","People and Environment Blog","https://pateblog.nma.gov.au/","National Museum of Australia"
"linkedin-plant-biosecurity-cooperative-research-centre","Plant Biosecurity Cooperative Research Centre","Plant Biosecurity Cooperative Research Centre","https://www.linkedin.com/company/cooperative-research-centre-for-national-plant-biosecurity-crcnpb-/","Plant Biosecurity Cooperative Research Centre"
"facebook-plant-biosecurity-cooperative-research-centre","Plant Biosecurity Cooperative Research Centre (PBCRC)","Plant Biosecurity Cooperative Research Centre (PBCRC)","https://www.facebook.com/PBCRC.au/","Plant Biosecurity Cooperative Research Centre"
"youtube-plant-biosecurity-crc","Plant Biosecurity CRC","Plant Biosecurity CRC","https://www.youtube.com/channel/UCtyYj20aDmV94AFN89fqJfg","Plant Biosecurity Cooperative Research Centre"
"podcast-biosecurity-built-on-science","Plant Biosecurity CRC","Biosecurity built on science","http://www.pbcrc.com.au/communications/podcasts","Plant Biosecurity Cooperative Research Centre"
"twitter-plant-biosecurity-crc","PlantBiosecurity CRC","@PBCRC","https://twitter.com/PBCRC","Plant Biosecurity Cooperative Research Centre"
"facebook-play-by-the-rules","Play by the Rules","Play by the Rules","https://www.facebook.com/playbytherules","Play by the Rules"
"twitter-prime-minister-and-cabinet","PM&C","@pmc_gov_au","https://twitter.com/pmc_gov_au","Department of the Prime Minister and Cabinet"
"twitter-portrait-gallery","Portrait Gallery","@PortraitAu","https://twitter.com/NPG_Canberra","National Portrait Gallery"
"instagram-portrait-gallery-of-australia","Portrait Gallery of Australia","@portraitau","https://www.instagram.com/portraitau/","National Portrait Gallery"
"facebook-pregnancy-birth-and-baby","Pregnancy Birth and Baby","Pregnancy Birth and Baby","https://www.facebook.com/pregnancybirthandbaby","Healthdirect Australia Ltd"
"googleplus-pregnancy-birth-and-baby","Pregnancy, Birth and Baby","Pregnancy, Birth and Baby","https://plus.google.com/+PregnancybirthbabyOrgAu/posts","Healthdirect Australia Ltd"
"twitter-pregnancy-birth-baby","PregnancyBirthBaby","@pregbirthbaby","https://twitter.com/pregbirthbaby","Healthdirect Australia Ltd"
"rss-prime-minister","Prime Minister of Australia","RSS feed","http://www.pm.gov.au/rss-feeds/press-office","Department of the Prime Minister and Cabinet"
"facebook-prime-ministers-literary-awards","Prime Minister's Literary Awards","Prime Minister's Literary Awards","https://www.facebook.com/pmliteraryawards","Ministry for the Arts"
"facebook-private-health-insurance-ombudsman-privatehealthgovau","Private Health Insurance Ombudsman – privatehealth.gov.au","Private Health Insurance Ombudsman – privatehealth.gov.au","https://www.facebook.com/privatehealthgovau","Private Health Insurance Ombudsman"
"rss-product-safety-australia","Product Safety Australia","PSA RSS News Feed (XML feed)","http://www.productsafety.gov.au/rss/news-feed.xml","Australian Competition and Consumer Commission"
"twitter-productivity-comm","Productivity Comm","@ozprodcom","https://twitter.com/ozprodcom","Productivity Commission"
"youtube-productivity-commission","Productivity Commission","Productivity Commission","https://www.youtube.com/user/ozprodcom","Productivity Commission"
"rss-productivity-commission","Productivity Commission","Latest news and reports (XML feed)","http://www.pc.gov.au/rss-news-feed.xml","Productivity Commission"
"blog-public-sector-innovation","Public Sector Innovation blog","Public Sector Innovation blog","http://innovation.govspace.gov.au/blog/","Department of Industry, Innovation and Science"
"rss-public-sector-innovation-toolkit","Public Sector Innovation Toolkit","Weekly Bits of Interest (XML feed)","http://innovation.govspace.gov.au/feed/","Department of Industry, Innovation and Science"
"twitter-questacon","Questacon","@questacon","https://twitter.com/questacon","Questacon - The National Science and Technology Centre"
"facebook-questacon","Questacon","Questacon","https://www.facebook.com/Questacon","Questacon - The National Science and Technology Centre"
"rss-questacon-nstc","Questacon – The National Science and Technology Centre","Events (XML feed)","http://www.questacon.edu.au/rss.xml","Questacon - The National Science and Technology Centre"
"youtube-questacon-nstc","QuestaconNSTC","QuestaconNSTC","https://www.youtube.com/user/QuestaconNSTC","Questacon - The National Science and Technology Centre"
"facebook-raaf-museum","RAAF Museum and Heritage Centres","RAAF Museum and Heritage Centres","https://www.facebook.com/RAAF.Museum","Department of Defence"
"twitter-raaf-aus","RAAF – Aus_AirForce","@Aus_AirForce","https://twitter.com/aus_airforce","Department of Defence"
"twitter-racism-it-stops-with-me","Racism.ItStopsWithMe","@ItStopsWithMe","https://twitter.com/ItStopsWithMe","Australian Human Rights Commission"
"twitter-raising-children","Raising Children","@RCN_AUS","https://twitter.com/RCN_AUS","Raising Children Network (Australia) Limited"
"googleplus-raising-children-network","Raising Children Network","Raising Children Network","https://plus.google.com/+raisingchildren/posts","Raising Children Network (Australia) Limited"
"facebook-raising-children-network","Raising Children Network","Raising Children Network","https://www.facebook.com/RaisingChildrenNetwork","Raising Children Network (Australia) Limited"
"youtube-raising-children-network","Raising Children Network","Raising Children Network","https://www.youtube.com/user/RaisingChildren2011","Department of Social Services"
"podcast-raising-children-network","Raising Children Network","Podcasts","http://raisingchildren.net.au/podcasts/podcasts.html","Raising Children Network (Australia) Limited"
"youtube-ran-media","RANMedia","RanMedia","https://www.youtube.com/user/RANMedia","Department of Defence"
"twitter-rba","RBA","@RBAInfo","https://twitter.com/RBAInfo","Reserve Bank of Australia"
"youtube-rba-info","RBAinfo","RBAinfo","https://www.youtube.com/user/RBAinfo","Reserve Bank of Australia"
"twitter-relay-service","relayservice","@relayservice","https://twitter.com/relayservice","Telecommunications Universal Service Management Agency"
"rss-reserve-bank-of-australia","Reserve Bank of Australia","RSS Feeds","http://www.rba.gov.au/updates/index.html","Reserve Bank of Australia"
"linkedin-reserve-bank-of-australia","Reserve Bank of Australia","Reserve Bank of Australia","https://www.linkedin.com/company/reserve-bank-of-australia","Reserve Bank of Australia"
"podcast-reserve-bank-of-australia","Reserve Bank of Australia","Speeches","http://www.rba.gov.au/speeches/index.html","Reserve Bank of Australia"
"youtube-royal-australian-air-force","Royal Australian Air Force","Royal Australian Air Force","https://www.youtube.com/user/AirForceHQ","Department of Defence"
"facebook-royal-australian-air-force","Royal Australian Air Force","Royal Australian Air Force","https://www.facebook.com/RoyalAustralianAirForce","Department of Defence"
"googleplus-royal-australian-air-force","Royal Australian Air Force","Royal Australian Air Force","https://plus.google.com/+AirForceGovAu","Department of Defence"
"facebook-raaf-military-working-dog","Royal Australian Air Force Military Working Dog","Royal Australian Air Force Military Working Dog","https://www.facebook.com/RAAF.MWD","Department of Defence"
"facebook-royal-australian-mint","Royal Australian Mint","Royal Australian Mint","https://www.facebook.com/RoyalAustralianMint","Royal Australian Mint"
"instagram-royal-australian-mint","Royal Australian Mint","@royalaustmint","https://www.instagram.com/royalaustmint/","Royal Australian Mint"
"googleplus-royal-australian-navy","Royal Australian Navy","Royal Australian Navy","https://plus.google.com/u/0/+australiannavy/posts","Department of Defence"
"facebook-royal-australian-navy","Royal Australian Navy","Royal Australian Navy","https://www.facebook.com/RoyalAustralianNavy","Department of Defence"
"flickr-royal-australian-navy","Royal Australian Navy","Royal Australian Navy","https://www.flickr.com/photos/Royal_Australian_Navy","Department of Defence"
"instagram-royal-australian-navy","Royal Australian Navy","@royalaustraliannavy","https://www.instagram.com/royalaustraliannavy/","Department of Defence"
"facebook-royal-commission-child-abuse","Royal Commission into Institutional Responses to Child Sexual Abuse","Royal Commission into Institutional Responses to Child Sexual Abuse","https://www.facebook.com/CARoyalComm","Attorney-General's Department"
"youtube-royal-commission-child-abuse","Royal Commission into Institutional Responses to Child Sexual Abuse","Royal Commission into Institutional Responses to Child Sexual Abuse","https://www.youtube.com/channel/UCWARUzi3Lc6XxTrOUKo_ibQ","Attorney-General's Department"
"twitter-royal-australian-mint","RoyalAustralianMint","@RoyalAustMint","https://twitter.com/RoyalAustMint","Royal Australian Mint"
"twitter-royal-australian-navy","RoyalAustralianNavy","@Australian_Navy","https://twitter.com/Australian_Navy","Department of Defence"
"youtube-safe-work-australia","Safe Work Australia","Safe Work Australia","https://www.youtube.com/channel/UCHU_dfHU-GnVNZl0YbAJeNA","Safe Work Australia"
"linkedin-safe-work-australia","Safe Work Australia","Safe Work Australia","https://www.linkedin.com/company/safe-work-australia","Safe Work Australia"
"rss-safe-work-australia","Safe Work Australia","RSS feeds","http://www.safeworkaustralia.gov.au/sites/swa/about/corporateinformation/pages/rssfeeds","Safe Work Australia"
"facebook-safe-work-australia","Safe Work Australia","Safe Work Australia","https://www.facebook.com/SafeWorkAus","Safe Work Australia"
"twitter-safe-work-australia","Safe Work Australia","@safe_work_aus","https://twitter.com/safe_work_aus","Safe Work Australia"
"instagram-sbs-australia","SBS Australia","@sbs_australia","https://www.instagram.com/sbs_australia/","Special Broadcasting Service Corporation"
"twitter-sbs-australia","SBS Australia","@SBS","https://twitter.com/SBS","Special Broadcasting Service Corporation"
"googleplus-sbs-australia","SBS Australia","SBS Australia","https://plus.google.com/113827707244222728699/posts","Special Broadcasting Service Corporation"
"facebook-sbs-australia","SBS Australia","SBS Australia","https://www.facebook.com/SBSAustralia","Special Broadcasting Service Corporation"
"podcast-sbs","SBS – Special Broadcasting Service","Podcasts","http://www.sbs.com.au/podcasts/","Special Broadcasting Service Corporation"
"twitter-scamwatch","SCAMwatch_gov_au","@SCAMwatch_gov","https://twitter.com/scamwatch_gov","Australian Competition and Consumer Commission"
"twitter-sciencegovau","ScienceGovAu","@ScienceGovAu","https://twitter.com/ScienceGovAu","Department of Industry, Innovation and Science"
"youtube-screen-australia","Screen Australia","Screen Australia","https://www.youtube.com/user/ScreenAustralia","Screen Australia"
"twitter-screen-australia","Screen Australia","@ScreenAustralia","https://twitter.com/ScreenAustralia","Screen Australia"
"instagram-screen-australia","Screen Australia","@screenaustralia","https://www.instagram.com/screenaustralia/","Screen Australia"
"rss-screen-australia","Screen Australia","Screen Australia media releases (XML feed)","https://www.screenaustralia.gov.au/newsroom/media-releases/?rss=Screen-Australia-Media-Releases","Screen Australia"
"facebook-screen-australia","Screen Australia","Screen Australia","https://www.facebook.com/screen.australia","Screen Australia"
"linkedin-screen-australia","Screen Australia","Screen Australia","https://www.linkedin.com/company/418970","Screen Australia"
"twitter-ska-australia","SKA Australia","@SKA_Australia","https://twitter.com/ska_australia","Department of Industry, Innovation and Science"
"twitter-smartraveller","Smartraveller","@Smartraveller","https://twitter.com/Smartraveller","Department of Foreign Affairs and Trade"
"facebook-smartraveller","Smartraveller","Smartraveller","https://www.facebook.com/smartraveller.gov.au","Department of Foreign Affairs and Trade"
"rss-smartraveller","Smartraveller","RSS feeds","http://smartraveller.gov.au/resources/pages/rss.aspx","Department of Foreign Affairs and Trade"
"youtube-smartraveller","smartraveller.gov.au","smartraveller.gov.au","https://www.youtube.com/channel/UCP-9_0eBvTJui_vNyFQZhdA","Department of Foreign Affairs and Trade"
"twitter-snowy-hydro","Snowy Hydro","@snowyhydro","https://twitter.com/snowyhydro","Snowy Hydro Limited"
"facebook-snowy-hydro-visitor-centre","Snowy Hydro Visitor Centre","Snowy Hydro Visitor Centre","https://www.facebook.com/snowyhydrodiscoverycentre","Snowy Hydro Limited"
"blog-speechbubble","Speechbubble ","Speechbubble ","http://speechbubble-blog.dhs.gov.au/","Department of Human Services"
"facebook-starting-blocks","Starting Blocks","Starting Blocks","https://www.facebook.com/startingblocksearlychildhoodeducationandcare","Australian Children's Education and Care Quality Authority"
"youtube-starting-blocks","Starting Blocks","Starting Blocks","https://www.youtube.com/channel/UC60TTJwq3DSjX469xLI6MKg","Australian Children's Education and Care Quality Authority"
"facebook-stay-smart-online","Stay Smart Online","Stay Smart Online","https://www.facebook.com/staysmartonline","Attorney-General's Department"
"rss-stay-smart-online","Stay Smart Online","Alert Service ","https://www.staysmartonline.gov.au/alerts/feed","Attorney-General's Department"
"youtube-staysmartonline","staysmartonline","staysmartonline","https://www.youtube.com/user/staysmartonline","Attorney-General's Department"
"facebook-student-update","Student Update","Student Update","https://www.facebook.com/StudentUpdate","Department of Human Services"
"twitter-student-update","Student Update","@StudentUpdateAU","https://twitter.com/StudentUpdateAU","Department of Human Services"
"twitter-students-first","Students First","@StudentsFirstAU","https://twitter.com/StudentsFirstAU","Department of Education and Training"
"facebook-students-first","Students First – Australia","Students First – Australia","https://www.facebook.com/StudentsFirstAU","Department of Education and Training"
"youtube-study-in-australia","Study In Australia","Study In Australia","https://www.youtube.com/user/afutureunlimited","Australian Trade and Investment Commission"
"twitter-study-in-australia","Study in Australia","@FutureUnlimited","https://twitter.com/futureunlimited","Australian Trade and Investment Commission"
"facebook-study-in-australia","Study In Australia","Study In Australia","https://www.facebook.com/studyinaustralia","Australian Trade and Investment Commission"
"linkedin-sugar-research-australia-limited","Sugar Research Australia Limited","Sugar Research Australia Limited","https://www.linkedin.com/company/391070","Sugar Research Australia"
"rss-takeovers-panel","Takeovers Panel","Takeovers Panel News &amp; Events (XML feed)","http://takeovers.gov.au/_include/xml/rss/rss_new_content.xml",""
"rss-tax-practitioners-board","Tax Practitioners Board","Recent updates at tpb.gov.au (XML feed)","https://feedity.com/tpb-gov-au/VFNVVlpW.rss","Tax Practitioners Board"
"linkedin-tax-practitioners-board","Tax Practitioners Board","Tax Practitioners Board","https://www.linkedin.com/company/tax-practitioners-board","Tax Practitioners Board"
"youtube-tax-practitioners-board","Tax Practitioners Board","Tax Practitioners Board","https://www.youtube.com/user/TPBgov","Tax Practitioners Board"
"twitter-tell-me-something","Tell Me Something","@TellMeAus","https://twitter.com/tellmeaus","Australian Human Rights Commission"
"twitter-tga-australia","TGA Australia","@TGAgovau","https://twitter.com/tgagovau/","Therapeutic Goods Administration"
"twitter-acma","The ACMA","@acmadotgov","https://twitter.com/acmadotgov","Australian Communications and Media Authority"
"facebook-the-cloud-dream-on","The Cloud: Dream on","The Cloud: Dream on","http://www.facebook.com/esafetycloud","Office of the eSafety Commissioner"
"youtube-the-line","The Line","The Line","https://www.youtube.com/channel/UCxsetKcfyLIVJck0G-lSyeA","Our Watch"
"facebook-the-line","The Line","The Line","https://www.facebook.com/theline","Our Watch"
"instagram-the-line-au","The Line AU","@theline_au","https://www.instagram.com/theline_au/","Our Watch"
"facebook-the-shell-questacon-science-circus","The Shell Questacon Science Circus","The Shell Questacon Science Circus","https://www.facebook.com/TheShellQuestaconScienceCircus","Questacon - The National Science and Technology Centre"
"blog-strategist","The Strategist","The Strategist","http://www.aspistrategist.org.au/","Australian Strategic Policy Institute Ltd"
"youtube-woolmark-company","The Woolmark Company","The Woolmark Company","https://www.youtube.com/user/WoolmarkOnline","Australian Wool Innovation Ltd"
"twitter-woolmark-company","The Woolmark Company","@Woolmark","https://twitter.com/Woolmark","Australian Wool Innovation Ltd"
"instagram-woolmark-company","The Woolmark Company","@thewoolmarkcompany","https://www.instagram.com/thewoolmarkcompany/","Australian Wool Innovation Ltd"
"youtube-the-gbrmpa","TheGBRMPA","TheGBRMPA","https://www.youtube.com/user/TheGBRMPA","Great Barrier Reef Marine Park Authority"
"youtube-the-grdc","theGRDC","theGRDC","https://www.youtube.com/user/theGRDC","Grains Research and Development Corporation"
"rss-therapeutic-goods-administration","Therapeutic Goods Administration","TGA safety information (XML feed)","https://www.tga.gov.au/xml/rss-safety-information.xml","Therapeutic Goods Administration"
"facebook-thinkuknow-australia","ThinkUKnow Australia","ThinkUKnow Australia","https://www.facebook.com/ThinkUKnowAustralia/","ThinkUKnow Australia"
